Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000002.12	70281362	70293740	2	minus	small nuclear ribonucleoprotein polypeptide G	SNRPG	6637	protein-coding	NM_003096.4	NP_003087.1	76	
NC_000002.12	70295976	70302067	2	minus	family with sequence similarity 136 member A	FAM136A	84908	protein-coding	NM_032822.3	NP_116211.2	138	
NC_000002.12	70447284	70553826	2	minus	transforming growth factor alpha	TGFA	7039	protein-coding	NM_003236.4	NP_003227.1	160	
NC_000002.12	70656784	70768200	2	minus	adducin 2	ADD2	119	protein-coding	NM_001617.4	NP_001608.1	726	
NC_000002.12	70777310	70790643	2	minus	folliculogenesis specific bHLH transcription factor	FIGLA	344018	protein-coding	NM_001004311.3	NP_001004311.2	219	
NC_000002.12	70808643	70825235	2	minus	C-type lectin domain family 4 member F	CLEC4F	165530	protein-coding	NM_173535.3	NP_775806.2	589	
NC_000002.12	70824130	70835816	2	minus	CD207 molecule	CD207	50489	protein-coding	NM_015717.5	NP_056532.4	328	
NC_000002.12	70900576	70933446	2	plus	ventral anterior homeobox 2	VAX2	25806	protein-coding	NM_012476.3	NP_036608.1	290	
NC_000002.12	70935900	70965431	2	plus	ATPase H+ transporting V1 subunit B1	ATP6V1B1	525	protein-coding	NM_001692.4	NP_001683.2	513	
NC_000002.12	70978445	70985499	2	plus	ankyrin repeat domain 53	ANKRD53	79998	protein-coding	NM_024933.4	NP_079209.3	343	
NC_000002.12	70985942	70994873	2	minus	testis expressed 261	TEX261	113419	protein-coding	NM_144582.3	NP_653183.2	196	
NC_000002.12	71068296	71079808	2	plus	N-acetylglucosamine kinase	NAGK	55577	protein-coding	NM_017567.6	NP_060037.4	344	
NC_000002.12	71109687	71130229	2	minus	methylmalonyl-CoA epimerase	MCEE	84693	protein-coding	NM_032601.4	NP_115990.3	176	
NC_000002.12	71130634	71150101	2	plus	M-phase phosphoprotein 10	MPHOSPH10	10199	protein-coding	NM_005791.3	NP_005782.1	681	
NC_000002.12	71182738	71227103	2	minus	poly(A) binding protein interacting protein 2B	PAIP2B	400961	protein-coding	NM_020459.1	NP_065192.1	123	
NC_000002.12	71331782	71435061	2	plus	zinc finger protein 638	ZNF638	27332	protein-coding	NM_014497.5	NP_055312.2	1978	
NC_000002.12	71453561	71686763	2	plus	dysferlin	DYSF	8291	protein-coding	NM_003494.4	NP_003485.1	2080	
NC_000002.12	72129238	72147862	2	minus	cytochrome P450 family 26 subfamily B member 1	CYP26B1	56603	protein-coding	NM_019885.4	NP_063938.1	512	
NC_000002.12	72175984	72826033	2	minus	exocyst complex component 6B	EXOC6B	23233	protein-coding	NM_015189.3	NP_056004.1	811	
NC_000002.12	72887408	72892158	2	plus	sepiapterin reductase	SPR	6697	protein-coding	NM_003124.5	NP_003115.1	261	
NC_000002.12	72916189	72934891	2	plus	empty spiracles homeobox 1	EMX1	2016	protein-coding	NM_004097.3	NP_004088.2	290	
NC_000002.12	72942036	73071712	2	minus	sideroflexin 5	SFXN5	94097	protein-coding	NM_144579.3	NP_653180.1	340	
NC_000002.12	73073382	73112948	2	minus	RAB11 family interacting protein 5	RAB11FIP5	26056	protein-coding	NM_015470.3	NP_056285.1	653	
NC_000002.12	73202574	73212513	2	plus	notochord homeobox	NOTO	344022	protein-coding	NM_001134462.2	NP_001127934.1	251	
NC_000002.12	73214245	73227221	2	plus	SMYD family member 5	SMYD5	10322	protein-coding	NM_006062.3	NP_006053.2	418	
NC_000002.12	73228006	73233284	2	minus	protease associated domain containing 1	PRADC1	84279	protein-coding	NM_032319.3	NP_115695.1	188	
NC_000002.12	73234308	73253005	2	plus	chaperonin containing TCP1 subunit 7	CCT7	10574	protein-coding	NM_006429.4	NP_006420.1	543	
NC_000002.12	73254690	73284478	2	minus	F-box protein 41	FBXO41	150726	protein-coding	NM_001080410.4	NP_001073879.2	875	
NC_000002.12	73290929	73293548	2	minus	early growth response 4	EGR4	1961	protein-coding	NM_001965.4	NP_001956.4	486	
NC_000002.12	73385758	73609919	2	plus	ALMS1 centrosome and basal body associated protein	ALMS1	7840	protein-coding	NM_015120.4	NP_055935.4	4169	
NC_000002.12	73640723	73642422	2	minus	N-acetyltransferase 8 (putative)	NAT8	9027	protein-coding	NM_003960.4	NP_003951.3	227	
NC_000002.12	73729873	73737345	2	minus	TP53RK binding protein	TPRKB	51002	protein-coding	NM_016058.5	NP_057142.1	175	
NC_000002.12	73762213	73780149	2	minus	dual specificity phosphatase 11	DUSP11	8446	protein-coding	NM_003584.3	NP_003575.3	330	
NC_000002.12	73784183	73817148	2	plus	chromosome 2 open reading frame 78	C2orf78	388960	protein-coding	NM_001080474.3	NP_001073943.1	922	
NC_000002.12	73828961	73873656	2	plus	STAM binding protein	STAMBP	10617	protein-coding	NM_006463.6	NP_006454.1	424	
NC_000002.12	73893008	73919865	2	plus	actin gamma 2, smooth muscle	ACTG2	72	protein-coding	NM_001615.4	NP_001606.1	376	
NC_000002.12	73926880	73958946	2	plus	deoxyguanosine kinase	DGUOK	1716	protein-coding	NM_080916.3	NP_550438.1	277	
NC_000002.12	73983631	74135498	2	plus	tet methylcytosine dioxygenase 3	TET3	200424	protein-coding	NM_001287491.2	NP_001274420.1	1795	
NC_000002.12	74135400	74147912	2	minus	bolA family member 3	BOLA3	388962	protein-coding	NM_212552.3	NP_997717.2	107	
NC_000002.12	74152528	74178879	2	minus	MOB kinase activator 1A	MOB1A	55233	protein-coding	NM_018221.5	NP_060691.2	216	
NC_000002.12	74198615	74217565	2	plus	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	MTHFD2	10797	protein-coding	NM_006636.4	NP_006627.2	350	
NC_000002.12	74216242	74343416	2	minus	solute carrier family 4 member 5	SLC4A5	57835	protein-coding	NM_021196.3	NP_067019.3	1137	
NC_000002.12	74361155	74391866	2	minus	dynactin subunit 1	DCTN1	1639	protein-coding	NM_004082.5	NP_004073.2	1278	
NC_000002.12	74414177	74421619	2	minus	chromosome 2 open reading frame 81	C2orf81	388963	protein-coding	NM_001145054.2	NP_001138526.1	588	
NC_000002.12	74421730	74425755	2	plus	WD repeat domain 54	WDR54	84058	protein-coding	NM_032118.4	NP_115494.1	334	
NC_000002.12	74425835	74441937	2	minus	rhotekin	RTKN	6242	protein-coding	NM_033046.2	NP_149035.1	550	
NC_000002.12	74455087	74457944	2	plus	INO80 complex subunit B	INO80B	83444	protein-coding	NM_031288.4	NP_112578.2	356	
NC_000002.12	74458438	74460881	2	plus	WW domain binding protein 1	WBP1	23559	protein-coding	NM_012477.4	NP_036609.1	269	
NC_000002.12	74461057	74465382	2	minus	mannosyl-oligosaccharide glucosidase	MOGS	7841	protein-coding	NM_006302.3	NP_006293.2	837	
NC_000002.12	74471982	74472680	2	minus	mitochondrial ribosomal protein L53	MRPL53	116540	protein-coding	NM_053050.5	NP_444278.1	112	
NC_000002.12	74472832	74482998	2	minus	coiled-coil domain containing 142	CCDC142	84865	protein-coding	NM_032779.4	NP_116168.3	743	
NC_000002.12	74483081	74494559	2	plus	tetratricopeptide repeat domain 31	TTC31	64427	protein-coding	NM_022492.6	NP_071937.4	519	
NC_000002.12	74497517	74503316	2	minus	ladybird homeobox 2	LBX2	85474	protein-coding	NM_001009812.2	NP_001009812.1	194	
NC_000002.12	74505043	74507695	2	minus	polycomb group ring finger 1	PCGF1	84759	protein-coding	NM_032673.3	NP_116062.2	259	
NC_000002.12	74514450	74517148	2	plus	T cell leukemia homeobox 2	TLX2	3196	protein-coding	NM_016170.5	NP_057254.1	284	
NC_000002.12	74518131	74526231	2	minus	DEAQ-box RNA dependent ATPase 1	DQX1	165545	protein-coding	NM_133637.3	NP_598376.2	717	
NC_000002.12	74526652	74529706	2	minus	AUP1 lipid droplet regulating VLDL assembly factor	AUP1	550	protein-coding	NM_181575.5	NP_853553.1	410	
NC_000002.12	74529405	74533556	2	plus	HtrA serine peptidase 2	HTRA2	27429	protein-coding	NM_013247.5	NP_037379.1	458	
NC_000002.12	74532258	74555702	2	minus	lysyl oxidase like 3	LOXL3	84695	protein-coding	NM_032603.5	NP_115992.1	753	
NC_000002.12	74549105	74557551	2	plus	docking protein 1	DOK1	1796	protein-coding	NM_001381.5	NP_001372.1	481	
NC_000002.12	74557883	74648330	2	minus	meiosis 1 associated protein	M1AP	130951	protein-coding	NM_138804.5	NP_620159.2	530	
NC_000002.12	74654247	74709713	2	plus	ssemaphorin 4F	SEMA4F	10505	protein-coding	NM_004263.5	NP_004254.2	770	
NC_000002.12	74834127	74893359	2	plus	hexokinase 2	HK2	3099	protein-coding	NM_000189.5	NP_000180.2	917	
NC_000002.12	74958643	74970128	2	plus	DNA polymerase epsilon 4, accessory subunit	POLE4	56655	protein-coding	NM_019896.4	NP_063949.2	117	
NC_000002.12	75046463	75199520	2	minus	tachykinin receptor 1	TACR1	6869	protein-coding	NM_001058.4	NP_001049.1	407	
NC_000002.12	75492318	75569719	2	minus	eva-1 homolog A, regulator of programmed cell death	EVA1A	84141	protein-coding	NM_032181.3	NP_115557.1	152	
NC_000002.12	75646783	75662206	2	plus	mitochondrial ribosomal protein L19	MRPL19	9801	protein-coding	NM_014763.4	NP_055578.2	292	
NC_000002.12	75662705	75713122	2	minus	GC-rich sequence DNA-binding factor 2	GCFC2	6936	protein-coding	NM_003203.5	NP_003194.3	781	
NC_000002.12	76747685	77522376	2	minus	leucine rich repeat transmembrane neuronal 4	LRRTM4	80059	protein-coding	NM_024993.6	NP_079269.4	518	
NC_000002.12	79025702	79028501	2	plus	regenerating family member 3 gamma	REG3G	130120	protein-coding	NM_198448.4	NP_940850.1	175	
NC_000002.12	79085023	79087993	2	minus	regenerating family member 1 beta	REG1B	5968	protein-coding	NM_006507.4	NP_006498.1	166	
NC_000002.12	79120488	79123409	2	plus	regenerating family member 1 alpha	REG1A	5967	protein-coding	NM_002909.5	NP_002900.2	166	
NC_000002.12	79157006	79159753	2	minus	regenerating family member 3 alpha	REG3A	5068	protein-coding	NM_002580.3	NP_002571.1	175	
NC_000002.12	79185377	80648780	2	plus	catenin alpha 2	CTNNA2	1496	protein-coding	NM_004389.4	NP_004380.2	905	
NC_000002.12	80288356	80304752	2	minus	leucine rich repeat transmembrane neuronal 1	LRRTM1	347730	protein-coding	NM_178839.5	NP_849161.2	522	
NC_000002.12	84423528	84459280	2	minus	succinate-CoA ligase GDP/ADP-forming subunit alpha	SUCLG1	8802	protein-coding	NM_003849.4	NP_003840.2	346	
NC_000002.12	84459572	84819589	2	plus	dynein axonemal heavy chain 6	DNAH6	1768	protein-coding	NM_001370.2	NP_001361.1	4158	
NC_000002.12	84821666	84881084	2	minus	TraB domain containing 2A	TRABD2A	129293	protein-coding	NM_001080824.3	NP_001074293.1	456	
NC_000002.12	84905656	84906671	2	plus	thymosin beta 10	TMSB10	9168	protein-coding	NM_021103.4	NP_066926.1	44	
NC_000002.12	84971161	85059472	2	plus	potassium channel modulatory factor 1	KCMF1	56888	protein-coding	NM_020122.5	NP_064507.3	381	
NC_000002.12	85133392	85310387	2	plus	transcription factor 7 like 1	TCF7L1	83439	protein-coding	NM_031283.3	NP_112573.1	588	
NC_000002.12	85318027	85327989	2	minus	trans-golgi network protein 2	TGOLN2	10618	protein-coding	NM_006464.4	NP_006455.2	437	
NC_000002.12	85341955	85354528	2	minus	retinol saturase	RETSAT	54884	protein-coding	NM_017750.4	NP_060220.3	610	
NC_000002.12	85354769	85391748	2	plus	ELMO domain containing 3	ELMOD3	84173	protein-coding	NM_032213.5	NP_115589.2	391	
NC_000002.12	85391602	85419540	2	minus	capping actin protein, gelsolin like	CAPG	822	protein-coding	NM_001747.4	NP_001738.2	348	
NC_000002.12	85418714	85437029	2	plus	SH2 domain containing 6	SH2D6	284948	protein-coding	NM_001394463.1	NP_001381392.1	335	
NC_000002.12	85539168	85545281	2	plus	methionine adenosyltransferase 2A	MAT2A	4144	protein-coding	NM_005911.6	NP_005902.1	395	
NC_000002.12	85544720	85561493	2	minus	gamma-glutamyl carboxylase	GGCX	2677	protein-coding	NM_000821.7	NP_000812.2	758	
NC_000002.12	85577586	85582031	2	plus	vesicle associated membrane protein 8	VAMP8	8673	protein-coding	NM_003761.5	NP_003752.2	100	
NC_000002.12	85584431	85593406	2	plus	vesicle associated membrane protein 5	VAMP5	10791	protein-coding	NM_006634.3	NP_006625.1	116	
NC_000002.12	85595745	85597708	2	plus	ring finger protein 181	RNF181	51255	protein-coding	NM_016494.4	NP_057578.1	153	
NC_000002.12	85598547	85602698	2	minus	transmembrane protein 150A	TMEM150A	129303	protein-coding	NM_153342.4	NP_699173.2	218	
NC_000002.12	85602861	85649283	2	plus	ubiquitin specific peptidase 39	USP39	10713	protein-coding	NM_006590.4	NP_006581.2	565	
NC_000002.12	85605254	85612066	2	minus	chromosome 2 open reading frame 68	C2orf68	388969	protein-coding	NM_001013649.4	NP_001013671.2	166	
NC_000002.12	85657307	85668741	2	minus	surfactant protein B	SFTPB	6439	protein-coding	NM_000542.5	NP_000533.4	381	
NC_000002.12	85694358	85698852	2	plus	granulysin	GNLY	10578	protein-coding	NM_006433.5	NP_006424.2	145	
NC_000002.12	85753991	85791383	2	plus	atonal bHLH transcription factor 8	ATOH8	84913	protein-coding	NM_032827.7	NP_116216.2	321	
NC_000002.12	85837120	85889034	2	minus	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	ST3GAL5	8869	protein-coding	NM_003896.4	NP_003887.3	418	
NC_000002.12	86020216	86105886	2	minus	RNA polymerase I subunit A	POLR1A	25885	protein-coding	NM_015425.6	NP_056240.2	1720	
NC_000002.12	86106235	86142157	2	plus	pentatricopeptide repeat domain 3	PTCD3	55037	protein-coding	NM_017952.6	NP_060422.4	689	
NC_000002.12	86143936	86195462	2	minus	inner membrane mitochondrial protein	IMMT	10989	protein-coding	NM_006839.3	NP_006830.2	758	
NC_000002.12	86199433	86213794	2	plus	mitochondrial ribosomal protein L35	MRPL35	51318	protein-coding	NM_016622.4	NP_057706.2	188	
NC_000002.12	86213993	86338083	2	minus	receptor accessory protein 1	REEP1	65055	protein-coding	NM_022912.3	NP_075063.1	201	
NC_000002.12	86437044	86492716	2	plus	lysine demethylase 3A	KDM3A	55818	protein-coding	NM_018433.6	NP_060903.2	1321	
NC_000002.12	86503430	86721122	2	minus	RNF103-CHMP3 readthrough	RNF103-CHMP3	100526767	protein-coding	NM_001198954.1	NP_001185883.1	251	
NC_000002.12	86503430	86563443	2	minus	charged multivesicular body protein 3	CHMP3	51652	protein-coding	NM_016079.4	NP_057163.1	222	
NC_000002.12	86603393	86623877	2	minus	ring finger protein 103	RNF103	7844	protein-coding	NM_005667.4	NP_005658.1	685	
NC_000002.12	86720291	86778041	2	plus	required for meiotic nuclear division 5 homolog A	RMND5A	64795	protein-coding	NM_022780.4	NP_073617.1	391	
NC_000002.12	86784605	86808396	2	minus	CD8 subunit alpha	CD8A	925	protein-coding	NM_001768.7	NP_001759.3	235	
NC_000002.12	86815369	86861886	2	minus	CD8 subunit beta	CD8B	926	protein-coding	NM_004931.5	NP_004922.1	210	
NC_000002.12	86913659	87013976	2	plus	RANBP2 like and GRIP domain containing 1	RGPD1	400966	protein-coding	NM_001024457.4	NP_001019628.3	1748	
NC_000002.12	87010224	87021844	2	minus	plasminogen like B1	PLGLB1	5343	protein-coding	NM_001032392.4	NP_001027564.1	96	
NC_000002.12	87339944	87348822	2	minus	uncharacterized LOC124907854	LOC124907854	124907854	protein-coding	XM_047446730.1	XP_047302686.1	281	
NC_000002.12	87748087	87759476	2	plus	plasminogen like B2	PLGLB2	5342	protein-coding	NM_002665.4	NP_002656.1	96	
NC_000002.12	87755960	87989818	2	minus	RANBP2 like and GRIP domain containing 2	RGPD2	729857	protein-coding	NM_001078170.3	NP_001071638.2	1756	
NC_000002.12	88027205	88055783	2	minus	lysine rich coiled-coil 1	KRCC1	51315	protein-coding	NM_016618.3	NP_057702.1	259	
NC_000002.12	88067825	88113384	2	plus	SET and MYND domain containing 1	SMYD1	150572	protein-coding	NM_198274.4	NP_938015.1	490	
NC_000002.12	88122982	88128062	2	minus	fatty acid binding protein 1	FABP1	2168	protein-coding	NM_001443.3	NP_001434.1	127	
NC_000002.12	88170346	88186627	2	plus	threonine synthase like 2	THNSL2	55258	protein-coding	NM_018271.5	NP_060741.3	484	
NC_000002.12	88446787	88452693	2	minus	forkhead box I3	FOXI3	344167	protein-coding	NM_001135649.3	NP_001129121.1	420	
NC_000002.12	88524649	88529585	2	plus	sperm microtubule inner protein 9	SPMIP9	200523	protein-coding	NM_152670.3	NP_689883.1	180	
NC_000002.12	88556741	88628145	2	minus	eukaryotic translation initiation factor 2 alpha kinase 3	EIF2AK3	9451	protein-coding	NM_004836.7	NP_004827.4	1116	
NC_000002.12	88691673	88750929	2	plus	ribose 5-phosphate isomerase A	RPIA	22934	protein-coding	NM_144563.3	NP_653164.2	311	
NC_000002.12	90359319	90361126	2	plus	translation initiation factor IF-2-like	LOC124905368	124905368	protein-coding	XM_047446870.1	XP_047302826.1	327	
NC_000002.12	91442056	91444101	2	minus	uncharacterized protein FLJ46347-like	LOC124905938	124905938	protein-coding	XM_047446871.1	XP_047302827.1	309	
NC_000002.12	94207961	94232956	2	plus	MAGE-like protein 2	LOC107985915	107985915	protein-coding	XM_047446873.1	XP_047302829.1	297	
NC_000002.12	94587311	94604628	2	plus	aquaporin 7B	AQP7B	100509620	protein-coding	NM_001382497.1	NP_001369426.1	346	
NC_000002.12	94871430	94876823	2	plus	tektin 4	TEKT4	150483	protein-coding	NM_144705.4	NP_653306.1	435	
NC_000002.12	95025708	95053992	2	plus	mal, T cell differentiation protein	MAL	4118	protein-coding	NM_002371.4	NP_002362.1	153	
NC_000002.12	95085369	95122003	2	minus	mitochondrial ribosomal protein S5	MRPS5	64969	protein-coding	NM_031902.5	NP_114108.1	430	
NC_000002.12	95123105	95159848	2	minus	zinc finger protein 514	ZNF514	84874	protein-coding	NM_032788.3	NP_116177.1	400	
NC_000002.12	95165809	95184317	2	plus	zinc finger protein 2	ZNF2	7549	protein-coding	NM_021088.4	NP_066574.2	425	
NC_000002.12	95206355	95263586	2	plus	zinc finger protein 892	ZNF892	344065	protein-coding	NM_001395961.1	NP_001382890.1	522	
NC_000002.12	95274449	95291302	2	plus	prominin 2	PROM2	150696	protein-coding	NM_144707.4	NP_653308.2	834	
NC_000002.12	95297347	95386077	2	plus	potassium voltage-gated channel interacting protein 3	KCNIP3	30818	protein-coding	NM_013434.5	NP_038462.1	256	
NC_000002.12	95402708	95421656	2	plus	fumarylacetoacetate hydrolase domain containing 2A	FAHD2A	51011	protein-coding	NM_016044.3	NP_057128.2	314	
NC_000002.12	95477008	95484754	2	minus	tripartite motif containing 43B	TRIM43B	653192	protein-coding	NM_001164464.2	NP_001157936.1	446	
NC_000002.12	95592001	95599778	2	plus	tripartite motif containing 43	TRIM43	129868	protein-coding	NM_138800.3	NP_620155.1	446	
NC_000002.12	95789665	95800191	2	plus	glycerol-3-phosphate acyltransferase 2, mitochondrial	LOC128966744	128966744	protein-coding	NM_001422178.1	NP_001409107.1	801	
NC_000002.12	95848932	95991824	2	minus	ankyrin repeat domain 36C	ANKRD36C	400986	protein-coding	NM_001310154.3	NP_001297083.1	2144	
NC_000002.12	96010744	96019643	2	plus	fumarylacetoacetate hydrolase domain-containing protein 2B-like	LOC124900512	124900512	protein-coding	XM_047446739.1	XP_047302695.1	227	
NC_000002.12	96021946	96036265	2	minus	glycerol-3-phosphate acyltransferase 2, mitochondrial	GPAT2	150763	protein-coding	NM_207328.4	NP_997211.2	795	
NC_000002.12	96112876	96116571	2	minus	adrenoceptor alpha 2B	ADRA2B	151	protein-coding	NM_000682.7	NP_000673.2	450	
NC_000002.12	96122818	96138564	2	minus	astacin like metalloendopeptidase	ASTL	431705	protein-coding	NM_001002036.4	NP_001002036.3	431	
NC_000002.12	96143169	96145440	2	minus	dual specificity phosphatase 2	DUSP2	1844	protein-coding	NM_004418.4	NP_004409.1	314	
NC_000002.12	96184859	96208827	2	minus	StAR related lipid transfer domain containing 7	STARD7	56910	protein-coding	NM_020151.4	NP_064536.2	370	
NC_000002.12	96248514	96265997	2	minus	transmembrane protein 127	TMEM127	55654	protein-coding	NM_017849.4	NP_060319.1	238	
NC_000002.12	96266225	96274173	2	plus	cytosolic iron-sulfur assembly component 1	CIAO1	9391	protein-coding	NM_004804.3	NP_004795.1	339	
NC_000002.12	96274338	96305546	2	minus	small nuclear ribonucleoprotein U5 subunit 200	SNRNP200	23020	protein-coding	NM_014014.5	NP_054733.2	2136	
NC_000002.12	96325317	96330507	2	plus	ITPRIP like 1	ITPRIPL1	150771	protein-coding	NM_178495.6	NP_848590.3	563	
NC_000002.12	96335766	96377091	2	plus	non-SMC condensin I complex subunit H	NCAPH	23397	protein-coding	NM_015341.5	NP_056156.2	741	
NC_000002.12	96497646	96508109	2	minus	neuralized E3 ubiquitin protein ligase 3	NEURL3	93082	protein-coding	NM_001285485.2	NP_001272414.1	262	
NC_000002.12	96536752	96552638	2	plus	AT-rich interaction domain 5A	ARID5A	10865	protein-coding	NM_212481.3	NP_997646.1	594	
NC_000002.12	96580494	96638312	2	minus	KAT8 regulatory NSL complex subunit 3	KANSL3	55683	protein-coding	NM_001115016.3	NP_001108488.1	878	
